,id,screen_name,followers_count,name,friends_count
13763,321019125,TheyCallMeCapon,229,Capon,801
13764,468999414,dmc2et,3603,Middlepeople - David,4665
13765,5528822,shanakimball,2377,Shana Kimball,537
13766,33447166,CalebMelby,6094,Caleb Melby,1842
13767,33053950,potterfluff7,851,Christina ナマステ,2482
13768,378952958,BMATTE13,699,Brandyn Mariàn Matté,400
13769,885021954,_MUVE_,993,M.U.V.E,1382
13770,478305538,DayinairaDavis,295,MC NAST,306
13771,325213445,iamjwillzWVU,409,Jwillz,545
13772,19553544,USSConstitution,14438,USS CONSTITUTION,75
13773,240409869,DjStevieStyles_,921,DJ Stevie Styles,1048
13774,232280601,Museocat,3871,Diane Shaw,4438
13775,20471057,JJCMRC,1038,JJCMRC,3144
13776,342514965,2Chinkz,2033,Sensasian,713
13777,63986965,Flosfamous,520,Flo's Luncheonette,101
13778,78404888,PraiseCleveland,2580,Praise 94.5 CLE,865
13779,46554393,aga_naturalgas,23708,AGA,2075
13780,506354971,PardonHerTweets,1215,Semaj,1184
13781,358374687,RandomlyTyping,797,G,583
13782,113925409,deemyknowsbest,1360,Nahdeem🏋🏽,795
13783,92429603,IDGA_FlyinFuck,5550,Jerell Ain't Shit,1471
13784,21781793,guyarceneaux,2711,Guy Arceneaux,1616
13785,217996581,EasyMoneyChise,2618,Franchise,905
13786,23354664,Itsjust_thelma,3106,Ghanaian Barb🇬🇭,1578
13787,553147689,trumanjxn,2578,jennifer,258
13788,31874347,BryanSimon,12639,Bryan Simon,101
13789,27942186,Alex_Stanton,475,Alex Stanton,448
13790,22699310,MattDixon3,1114,Matt Dixon,1235
13791,473586991,BAIMtv,873,B.A. Ingram,722
13792,19553584,visartsrva,7993,VISUAL ARTS CENTER,3306
13793,43670834,RandiRicoWLWT,15254,Randi Rico WLWT,4396
13794,22699315,Jacki_Halas,8412,Jacki Koch,3886
13795,68050228,johngineer,2935,John De Cristofaro,280
13796,354704690,xobreove,757,Queen B.,775
13797,194403638,KOWKOW305,20342,KOWKOW ⁶𓅓 ∤ 🖤💙,10
13798,161504570,JKBarts,875,JennyJen,531
13799,63593786,PaulTesori,20762,Paul Tesori,946
13800,393239868,ElwynChadwick,1023,Elwyn Chadwick,1877
13801,65690943,DameDollur,13051,Colin GATpernick,1792
13802,369122626,ErinNikkele,679,Erin Null,487
13803,16801092,pubtheologian,1945,Bryan Berghoef,1862
13804,95051082,itsmekrista_,2792,Krista Phillips,719
13805,22043979,crside,21735,CRSIDE,7332
13806,399793487,CoopzKnowsBest,357,BF10,171
13807,231234896,SRES617,158,Steven Espinoza,284
13808,30719558,VAis4wineLVRS,33182,AzineWine Politics,32548
13809,43015508,pushingyayo,1491,Lena,491
13810,472145237,ErinTerrell1,835,Erin Terrell,194
13811,445275478,melflorczak_,305,Mel,1324
13812,97541464,Bohagan81,392,Brant,991
13813,69885274,aBookPublicist,39130,Scott Lorenz,34328
13814,39869786,JerryTipton,15432,Jerry Tipton,211
13815,19291483,ohiocapitalblog,4643,Marc Kovac,515
13816,59006298,keepitonthaa_DL,244,Danielle,686
13817,188112222,christyyadams,275,Christy Adams,395
13818,53763423,RobIsIT,2068,Rob Brown,1008
13819,31219039,BookItGabe,37226,Gabe Sapolsky,7381
13820,353787233,_dopechic,793,Woo ✨,304
13821,96230753,XclusivelyErica,329,Erica,286
13822,198204762,Passion_Queen,350,TeriyannaMarie,411
13823,330718565,ShawnHeighway,257,Shawwn,126
13824,327703911,YouObeyMe,375,C.O.L.A♏,309
13825,388128105,EricShearer,187,Eric Shearer,202
13826,17194346,wqed,33822,WQED Pittsburgh,12003
13827,26107243,EmcFraktal,687,EmcFrakDaddy ❤🧡💛💚💜🖤,446
13828,850419050,BAF_LifeStyle_,897,SelfMadeNigga,903
13829,9723242,davidpots,783,David Potsiadlo,1755
13830,153116015,__oneofuhkind,527,Aug. 23 👅,764
13831,208690543,alexandrasatine,890,Alexandra Satine,1910
13832,19160434,dimitriWTOP,6984,Dimitri Sotis,7476
13833,190733680,blokeapparel,266,Bloke,307
13834,396123508,OMGITSCHAHAT,599,Chahat Singh,363
13835,96886133,Boddingtons,1911,Laura☮️❤🙂,1772
13836,385375602,LAHandley,1893,Larry Handley,169
13837,89283959,HallLaneMoving,2069,Hall Lane Moving,2339
13838,42622327,Mad4Science,1120,(((John Monahan))),1964
13839,305159538,zerachantal,926,chantal uwizera,615
13840,229137786,CJames_72,358,L.U.D,417
13841,606756221,__AlanE__,625,Al ☯,672
13842,73948542,sierra_aukland,392,Sierra Aukland,411
13843,356670849,airyehl,303,Ariel,339
13844,375676292,EvanPoolaw,669,Evan Poolaw,364
13845,334650760,gabethefishbabe,550,Gabrielle Stommel,396
13846,171728266,alyssaols_24,476,*Alyssa Ols*,203
13847,315121035,tmagnone22,274,taylor ❁,289
13848,239885709,SarahRoberto23,1415,Sarah Roberto,938
13849,275275150,RedHookToday,207,The Observer,3
13850,41835914,Sprint2theTable,3714,Laura,2237
13851,213409168,gabsskylineset,807,gab,525
13852,353262993,ValinsCo,213,Scott Valins,563
13853,435051922,Trey730_,2098,TreyFRMtheCyph💥💥,1489
13854,138829203,DakotaWTFleck,1355,follow @dakotafleck,0
13855,255483284,Turki_albalushi,5341,تركي علي | Turki Ali,606
13856,240016789,ShaadMPerry16,935,Lou Williams,982
13857,486170006,auwelch16,2017,Austin Welch,784
13858,22437273,jelton12,652,Jacob Elton,684
13859,360209817,JuliaMiller17,282,Julia,256
13860,564682137,uMakeMeBad,1944,Jack,2282
13861,239230364,TomShepherd92,745,Tom,629
13862,349986210,_glopapi,1516,WholeSome Papi,1392
13863,810404,ehofer,359,Erik Hofer,233
13864,461716877,skyburk70,1983,Skyler Burkland,464
13865,705846704,hughwizzy,133475,Arsène's Son,485
13866,282353073,santanicturkay,223,DaltoN,521
13867,136469938,jasonottavio,251,Jason,506
13868,24403379,WiLD955,8967,WiLD 95.5,3201
13869,16145843,marydickey,186,marydickey,409
13870,74866102,R2RHaitian_Rick,661,LoserBoy_HaitianRick,684
13871,1203641,Montero,7155,Martin Montero,7875
13872,525884858,GEBA_Tech,522,Geoffrey Barrett,545
13873,33578427,kurtzbrosinc,902,"Kurtz Bros., Inc.",348
13874,15752636,NACD,9820,NACD,551
13875,19684793,TheMarieGibbons,3029,🍂🍁Pumpkin Spice Gibbons 🍁🍂,3052
13876,82206143,LADY_SALT68,2990,Salt,3144
13877,14572992,metablake,2011,Blake Shaw,249
13878,425483713,ItS_mAddyyMAAC,466,maddy mac,731
13879,508190149,SobeProbz,329,South Beach Problems,117
13880,93085128,jennbrady__,455,jenn brady,317
13881,6184392,MediaStorm,25972,MediaStorm,352
13882,378035658,Ski_Lutricia,479,Lutricia,454
13883,243162568,galiciajavi,1860,Javi Galicia,1373
13884,98721224,MAMmontclair,6351,Montclair Art Museum,1875
13885,241327561,Jhonah32,31027,Jhoa,4
13886,20078032,BostonFed,51936,BostonFed,875
13887,96624083,LiteWingNatural,886,LiteWing Naturals,1927
13888,384064979,ZunairZB,208,#47,182
13889,242114005,SaleemDream,63,Cyrus Saleem,118
13890,630480340,tyler_gaw,469,Tyler Gaw,1573
13891,234511828,TTCchair,9535,TTCchair,41
13892,843079128,ikev3,902,Kevin,1140
13893,264003031,davididing,8458,david iding,8790
13894,752508378,TheSweetestD_,5282,Wonder Woman,3523
13895,210787806,KJ5secondsparty,762,.,1685
13896,19553760,WhiteHouse_Blog,26421,US Blog Feed,1
13897,22568416,YahooCanadaNews,24037,Yahoo Canada News,256
13898,110517732,PR__Paul,1218,Paul Kluding,1032
13899,243686885,2k11_Ant_35,588,Frann Daddy,520
13900,6577642,usnews,141291,U.S. News,717
13901,14179819,njdotcom,499289,NJ.com,689
13902,357588459,cperezvisuals,772,Caroline P Sheikhnia,595
13903,246963693,_kirstennnxo,587,King Kirsten,671
13904,346054122,jefferson_bail,2404,Jefferson Bailey,808
13905,520773105,Dalton_Corbett3,71,Mr. ?,117
13906,66346482,WPstaff,23448,CheapestBoat.com,30396
13907,341859825,DADINO12,351,Champagne Papi,750
13908,516709876,Deli_Mart,209,Deli Mart,106
13909,56909306,theluckeystar18,34848,Da Sour Patch Kidd,5010
13910,28204538,erinsherman29,1042,Erin Sherman,3907
13911,443440635,thecopyrightco,3028,The Copyright Co.,0
13912,362831357,svbrinvcvrmelv,6432,Sabrina Carmela,274
13913,290217470,Darianna_Jade,97,Darianna_Jade,165
13914,374103551,BU_Bearcats,5557,Binghamton Athletics,459
13915,399531520,XavierAshe,1456,Xavier Ashe,2926
13916,34627073,Oh_Kaayy,589,Kayla ⚽ Soares,544
13917,505830910,swxtreme,2321,Tay☠️💀👽🎃👻👻👻😈👹,1367
13918,497966595,shawn_butcher,13645,shawn,185
13919,22568452,luvtheheaven,1449,Emily,3804
13920,198991365,SalehAlAsaad,233,Saleh Al-Asaad,127
13921,307256837,chrisheivly,6544,Chris Heivly,822
13922,16014854,jorgeimontalvo,2245,Jorge I. Montalvo,1995
13923,33840648,o_fishel,4847,Daniel Fishel,3590
13924,24073,bkdelong,2381,Ben 'B.K.' DeLong,4056
13925,214195715,MWLast11,347,Michael,670
13926,53632524,increasepeacexo,859,Brianna ☀️,642
13927,65035788,schubert_b2b,1315,schubert b2b,899
13928,41704974,MarquitaMink,748,MBM,1909
13929,243949070,AJFriedenberger,1899,Amy Friedenberger,1086
13930,60710416,keeterkills,359,johnny crawler,224
13931,16014863,thecatwell,1420,Chris Atwell,677
13932,14573074,NJMUA,2811,Beautyandfashiondoll,2642
13933,333733388,shesnostalgic,1217,tayyyytayyyy.,1831
13934,134635025,Bella_Hollywood,5606,Jayce Mommy ✨,0
13935,165305876,missuku,1404,Frances Uku,146
13936,164388377,WendellParris3,880,Dubb P 3,854
13937,443964955,ChelseeMuhhrrie,1732,chelsee collins,746
13938,258235933,torcat115,34,carolyn marie c,229
13939,51666463,SuchGold,20784,Such Gold,518
13940,885939744,CubaLibreSez,947,Cuba Libre,1594
13941,14310945,4SmartJustice,522,Dr. Melissa Neal,946
13942,396254751,BraxtonJMertz,1378,Braxton,860
13943,235691556,jcwcelb,766,j. craig williams,638
13944,312761894,korina_smith,2847,Korina Smith,3038
13945,93478440,brianmwang,3215,Brian Wang,503
13946,61103657,Collenea,1129,Collenea,1999
13947,883056169,c_debs,837,Caroline Debnam,850
13948,139510989,CooleyHighHeels,1068,Lenee Dionne ♥,1290
13949,44719657,TheINFADER,1052,The Infader,684
13950,810538,riozilla,4736,Rio Caraeff,887
13951,551444014,OBrien_Carl,383,Carl O'Brien,500
13952,349068847,Johnese429,384,India,379
13953,237788713,domharris___,445,dom 👾,227
13954,46816819,JescaAustin,592,Jessica Glendinning,288
13955,13524532,followthemoney,2718,Alex Nixon,1704
13956,24927797,SunChild1913,940,Fifty Shades of Paid,1115
13957,436756022,LAMarchesi,1991,L.A. Marchesi,1040
13958,9330232,963WDVD,11179,96.3 WDVD,4876
13959,15974411,spintotampabay,771,S Morrison (Pinto),3252
13960,246570554,RiqJusTweetz,790,Rozay,0
13961,92429880,JanivaToler,443,Janiva Toler,516
13962,605969980,waltersblake7,1068,Blake Walters,628
13963,251289150,DrSaraSolomon,23833,Dr. Sara Solomon,191
13964,810560,lynneluvah,9966,Lynne d Johnson,3486
13965,448945729,J_Marshall25,627,justice,586
13966,163864128,mikenic05,353,Mike Nicastro #5,572
13967,25583173,genluvsyou,44,Gen,163
13968,493116999,tedsensei,3617,Ted Yang,3680
13969,27418185,sweetmellodye,599,Sweets the Manager,341
13970,46423625,RommelMosquera,1468,Rommel Mosquera,1955
13971,42229321,nick6489,1490,Nick Giannak III,1407
13972,568614476,GrrrUSA,2730,Q&A 5:5,3259
13973,42491470,gcorgliano,525,Gionna Corgliano,451
13974,38821450,Red_Hot_Diva,680,🕉Beautiful Blossoms💐🌸🌷🌺🌼,629
13975,420896336,chris_garnow,422,Chris Garnow,837
13976,48389713,RisingRedStorm,6947,Ben Af Rothenberg,7896
13977,25321038,MarthaWxSpencer,1394,Martha Spencer,0
13978,17194573,UMassBoston,16694,UMass Boston,1446
13979,359816789,Who_scotty,199,David JepJep,426
13980,410017372,MalcolmX_2x,242,Mr. Controversy,369
13981,22961757,gadams999,113,Gavin Adams,82
13982,14835294,kdr,1847,Kyle Dean Reinford,588
13983,836525664,drummike2012,9827,Mike Williams,9945
13984,66870882,_cynnsation,264,mamamoon🇭🇹🇹🇹,252
13985,107896419,Amber_Kohout,259,Amber,292
13986,22961764,VacationMB,6537,VacationMyrtleBeach,3667
13987,586309221,CharliJazmin,285,Charli Jazmin,418
13988,400842342,xokristen13,211,Kristen Marranzini,415
13989,21257831,iPowerRichmond,11908,iPower 92.1/104.1,2303
13990,268459624,paulmabrey3,885,Paul E. Mabrey III,1546
13991,310271587,DaniLeighG,757,Danielle King 👑,1890
13992,35533933,YOitsTaylour,3438,Taylour Kaufman,2853
13993,444096100,j0sh523,280,Josh,238
13994,54943340,bruffinelli,74221,RUFFINELLI,4388
13995,20209260,Jessierocks,3490,Jessica Lehrman,658
13996,771645038,FaZeology,159,Matt ⭐,62
13997,434527856,ohso_precious16,1186,. precious ™,903
13998,801660529,CoolioJulio,223,Julio Esteban,410
13999,26238581,donnagarcianj,278,Donna Garcia,383
14000,14179958,queenesther,2077,Queen Esther,1335
14001,26107511,davidcanter,11164,DEC Management,902
14002,284319349,Cait_DaGreat,957,Caitlin Oliver,591
14003,24534650,ADRINAcouture,1005,A D R I N A 👸🏾,697
14004,24796795,TheKK23,941,Kira Karlstrom,992
14005,471752316,PoA_rEvolution,368,PofA Festival 2013,386
14006,328883837,ZeppoTheDog,9632,Zeppo,10102
14007,19684990,ChickenSoupSoul,24361,ChickenSoup4theSoul,1579
14008,14048895,cmelnick,1273,Caitlin Melnick,1582
14009,78143103,Fran_Tarkenton,29882,Francis Tarkenton,3392
14010,125984385,mdvagov,6939,VAMarylandHealthCare,6217
14011,25452163,Buc2x,1218,Buc,658
14012,387341952,SueWinMA,10450,Suzanne Williams,7782
14013,40525445,_MooseTacula_,1717,Moowop,1596
14014,70016648,charliestpierre,551,charlie st pierre,1630
14015,28597897,atanae,1259,Atanae,990
14016,6577802,RepTomPrice,37685,Tom Price,3141
14017,292839051,Jackson_Caitlin,316,Caits,271
14018,389701259,mnmo32,136,Monica W.,219
14019,564027022,RollingOutPol,4885,Rolling Out Politics,7547
14020,98066061,aaronjbarnes,1233,AB 🤔,333
14021,480927370,tblawncare,329,T&B Landscaping,343
14022,92429970,FivecatStudio,1507,Fivecat Studio,1936
14023,810641,oncee,5377,Bill Gardner,3447
14024,317349527,chevytristate,3128,Tri-State Chevy,2779
14025,168844951,C_H_Y_N_A_,1722,Chyna,446
14026,342908569,kmatakos,890,Kate Stamatakos,846
14027,126901915,Jen_Royle,29616,Jen Royle,1852
14028,275144350,alisoneppp,4523,Alison,944
14029,27549343,RetailProphet,28102,Doug Stephens,292
14030,70540960,Xsunnysophy,1304,tweet_limit,1565
14031,16015009,JasonOGrady,8752,Jason O'Grady ⚡️,1952
14032,30695074,b_koll11,420,Brenden Kollar,312
14033,17850018,MissingLynxx,29070,MissingLynxx,21049
14034,157572769,Maggiepholmes,391,Maggie Holmes,929
14035,17981089,projecttwenty1,8526,Project Twenty1,3186
14036,18243231,anne_cushing,672,Anne Cushing,778
14037,297557671,sashaaaa____,829,Saschay✋,561
14038,101342879,laweeenyy,466,lauren △⃒⃘,206
14039,23617185,CarolineLGrech,1230,Caroline Grech,1447
14040,92167851,DaOwtcomeAce1,444,Tiana Tavares,419
14041,18636459,TikiLIVE,1599,TikiLIVE,1205
14042,82075309,themeathook,10569,The Meat Hook,329
14043,241196720,sophie_makowski,430,sophhiee,158
14044,13786802,StoryCorps,65773,StoryCorps,7198
14045,6446772,jeremarketer,57279,Jeremy Goldman,20543
14046,59268788,JDub2o1,1309,J-Dub™,836
14047,14704310,OKL,4600,Olivia Khalili,1311
14048,86400696,amy_lombard,5165,Amy Lombard,1088
14049,69492412,johngrahamgolf,15819,JG,2884
14050,17325756,FireatinMermaid,1926,MeduSirena,490
14051,36724414,DCFanaticsBlog,4429,DCFanatic,976
14052,545414847,mondayschildpr,1861,monday's child prims,1914
14053,15097535,SunStateTourist,2649,Cass,1708
14054,13524672,taestell,1617,Travis,321
14055,472538819,douche_chillz,314,douchechillz.com,517
14056,564944580,PeterTeePee,1033,Peter Tee Pee,2410
14057,385638086,Jillsdope,100,Jillakilla,164
14058,437804743,jai_gaineyyy,241,jailyn gainey,239
14059,744120007,Kushdaddy518,133,Negus Shombay,398
14060,411066057,fl_ABS,803,flabby patty ☯,846
14061,74473162,dahbou,6262,Pray. WWG1WGA (Terri),6139
14062,65429194,Govplace,979,Govplace,1199
14063,29515465,SkipMosic,2840,Skip Mosic,88
14064,77881030,MasonFrosty,172,Mason Frost,227
14065,15097550,jforrest,3109,Julie Forrest,1303
14066,410017487,GotNutnCreative,358,Ameer Rajab ✘O,144
14067,4611791,jspahr,321,James Spahr,248
14068,324689618,RickyPods,236,Ricky Podsiadlo,673
14069,16801492,moenichedee,2812,Monish,3593
14070,16015060,britt_loar,732,Brittany Loar,735
14071,8150742,PittGirly,3133,Chrisi Fx West,3088
14072,49831638,EdenDelights,38,Tiffany Byrd,111
14073,6708952,SteveCase,750388,Steve Case,5736
14074,20602586,nmangum,4690,Nancy Mangum,2771
14075,14966491,nuneznoda,34000,Fernando NunezNoda,16076
14076,33709785,DivaMDGarrett,8283,Michelle D Garrett,4152
14077,61890266,VH1iNFO,27727,вяιαи,443
14078,636903136,Ganktowndurt,26869,Ganktown Durt,158
14079,559570653,RizkymutiaraP,277,Harry Potter Status,393
14080,18243294,UVaDeanJ,8380,Dean J @ UVA,277
14081,505437917,tajmcsaucy,452,tashhhhhhhhhh,1362
14082,221011682,micromeritics,1148,Micromeritics,512
14083,246439653,SoSpyda,16393,Shiv,162
14084,245522149,floppyflounder,280,Hunter Andrew,537
14085,328490732,ThatsCharley,3346,Charlouboutin,221
14086,198991598,VladGorenshteyn,567,Vlad Gorenshteyn,266
14087,346316526,rwspielman,9580,Rob Spielman,231
14088,69361390,BCstserv,1338,BC Student Services,224
14089,18636529,gmanolatos,9421,Gerry Manolatos,6741
14090,70541042,GregCorbinSpeak,5213,Greg F. Corbin II,2431
14091,15490803,mnagro,478,mækswel,3038
14092,95706867,LuisAlvarez_1,348853,LuisAlfredoAlvarez,1178
14093,164912886,IrissCee,580,irisza 🕊➰,601
14094,248798967,brittneybaby,399,Brittney Baby,253
14095,15752953,MelangeTravel,10933,Robin Locker Lacey,1230
14096,39476985,RetailMerchants,4925,Retail Merchants,1557
14097,832462590,DanaMaine,852,Dana Whitney,1419
14098,37248766,MrsNutcase215,598,Laura,212
14099,25321216,FatKidChasnOreo,2597,Choke'n the Munki!,412
14100,357719809,xoShasha,380,NATASHA,291
14101,140402434,llabtoofootball,139,Jaymes,334
14102,42360579,youngmurray90,293,Rowan Murray,287
14103,14442243,jackdiablo,1234,Jack Twachtman,596
14104,32661253,WhereIsPaulJr,168386,Paul Jr,63
14105,131227398,DunkinBoston,33395,DunkinBoston,25422
14106,247488263,Sammie_Mosher,183,Sammie Ann,219
14107,16539403,5dollardinners,31810,Erin Chase,3157
14108,412638988,Poola600,1233,Free Holly Grove,1519
14109,302931724,JandJSavings,13523,Jody,6679
14110,37379853,umweezy,330,Umar,287
14111,15097615,hilaryr,107876,Hilary Rosen,3478
14112,439770896,kellyynicole_,593,Kellz,455
14113,601120532,AudreyKennedy96,1231,Audrey Kennedy,346
14114,335961883,RyanEdwards18,2493,Ryan Edwards,2711
14115,15752988,crankykramer,340,Sara,609
14116,34758428,WHOisFreeez,4237,T U R B U L E N C E   V I,1112
14117,74735391,BusyWorkingMama,12962,BusyWorkingMama,2270
14118,16539425,Chevy_ShutitDwn,699,Pilot Jones ✈,398
14119,258891554,WorldSeaParks,1648,WorldSeaParks,1859
14120,186277667,SocialMedia_ATL,5277,Social Media Atlanta,5110
14121,624189224,TiffBey13,452,Tiffany,351
14122,49045290,deuce788,5786,Ken 🌊,4147
14123,39739181,xo_kissmykitty,835,✨,567
14124,708337459,ddaay96,899,Danielle ✨,390
14125,20733757,SupermanHotMale,281442,Tim,263211
14126,292970304,mallikamarshall,20344,Dr. Mallika Marshall,17370
14127,19554113,atlantatribune,7984,Atlanta Tribune,911
14128,386948929,standawg,465,Ian,536
14129,339369792,HannahWaits1,179,Hannah,338
14130,534667076,MetMattRitter,907,Met. Matt Ritter,554
14131,336748357,RawFoodz,1784,Michelle's RawFoodz,1062
14132,805068613,betamaxx80s,5678,Betamaxx,264
14133,240017218,bossladysteeze,1070,♌️,744
14134,16408400,mstic,1263,Mindy,2284
14135,17325905,BrennanAnnie,11964,Ann Brennan,8806
14136,35282769,LadyKnoel,565,Kristi,2299
14137,14704467,bmiller007,1510,bmiller007,1560
14138,68968273,DJBuddhaSmile,396,DJFIMIANI,2130
14139,29908821,QuikHit,2645,Quik J Hit,2551
14140,18767699,CBSPolitics,291151,CBS News Politics,623
14141,327966552,northernvajobs,1892,Northern Virginia Jo,1967
14142,317349725,QueenMo1707,391,Morgan,575
14143,58089311,LocalLondonLife,2816,Melissa,2675
14144,46817120,DrBhana,2444,"Suleman Bhana, MD",321
14145,187981664,Choppa_SCMG,517,MrTeamChoppaSirRoc,1123
14146,112484196,DavidWeberBooks,5238,David Weber,51
14147,370696037,CapDistFun,864,Capital District Fun,1481
14148,100818788,pragmaticmom,78944,PragmaticMom,27260
14149,41967463,deborahgist,17189,Deborah Gist,4039
14150,17063785,lehighvalley,73169,lehighvalleylive.com,620
14151,222322538,JessieVesay,471,jessie,134
14152,20471660,lmigaki,5000,Lauren Migaki,2131
14153,234905454,DanGuyWhat,752,Dann Bálor  🥁,529
14154,172646258,BrazyBaby,2967,"ɐısɐʇ,tasia♏",1704
14155,17457015,MariclareH,1758,Mariclare Hulbert,619
14156,14049145,JNSmall,19490,Jay Newton-Small,1429
14157,47472506,RoseSunrise,988,CrystalBlue,2130
14158,130834299,saraannhart,2693,Dr. Sara A. Hart,2661
14159,16015228,akrietz,1647,Andrew Krietz,1511
14160,15359867,melissacheing,367,Mel,71
14161,83779454,terriblethings,2370,Terrible Things,68
14162,33185662,trkravtin,2706,Teresa Rolfe Kravtin,2790
14163,18898816,iamJahPrince,7087,← IG = iamJahPrince,5220
14164,42098558,COCOpuffsnomilk,303,COCO,143
14165,126377856,t1naz,21416,tina belcher,2654
14166,14966655,DrMacenstein,1419,Dr. Macenstein,288
14167,397434757,armodilo,668,Armodilo,1099
14168,94265221,Mz_Maria_J,6528,Mz. Maria J (ツ),3150
14169,99114887,NinoProdigio,29446,Victor Florencio,963
14170,338976647,Hi_ImRahhh,344,KidRahhh,233
14171,284712841,WakeupHudsonOH,2187,CleanGreeninHudsonOH,2219
14172,76570506,CNPowerToRD,2567,Toronto All-Stars,2070
14173,4087691,EricaOgg,7078,Erica Ogg,469
14174,16801671,NatImmForum,20112,National Immigration Forum,1816
14175,14180231,x_LadyJ_x,5104,LadyJ,3956
14176,116678542,linglingbetch,318,Jennifer,301
14177,19947404,Karen_Allen,1800,Karen Allen,1509
14178,84434832,MLStadium,38682,MetLife Stadium,1236
14179,69492624,MSJUNIQUE,951,EatUrHeartOut,1427
14180,47734674,daybreaknorth,5413,CBC Daybreak North - Prince George & Northern B.C.,946
14181,250765203,BrittsA_Creep,589,Britt Britt,480
14182,56385427,AOPAOnline,13370,AOPA Online,16
14183,43933589,SJohnson831,19692,Steve Johnson,710
14184,377570378,itsbrookesworld,12004,Brooke Aaliyah,11300
14185,91774878,Media371,17776,DR,771
14186,16539553,oswego98,3017,Jason Schrage,1187
14187,41312162,KayKayNiquole,878,Kayla Nicole Thompson💋,568
14188,322985892,BradPittsPage,230826,Brad Pitt,0
14189,17457061,elizhendrickson,600,"""Rhapsodic Bohemian"" Hendrickson",297
14190,37248934,anthropocon,8371,Jim Jamitis,5019
14191,159145895,turktowel,2369,Turkish Towel Co,2121
14192,118513576,HCSyracuse,732,Her Campus Syracuse,251
14193,230973353,FunnyAzSel_,274,Selwyn James Jr.,445
14194,36986792,mainegov_news,6654,Maine.gov News,35
14195,381706155,DotRat2,1574,Dot Rat,1330
14196,544759725,Katy_Got_Bandz,193,Kat,64
14197,243818415,coach13b,712,Ron Beard,1797
14198,18505650,godskylie,3337,blue,151
14199,30695346,annanorthtweets,12152,Anna North,2364
14200,20209590,Channa5,100,Channa Brooks,132
14201,35151799,jADORExTINAxo,893,christinaaaaa✨🖤,635
14202,49700792,ByBrianBennett,8807,Brian Bennett,4727
14203,266756025,KadeeVocals,161,Live Love Music,305
14204,14180282,litmusapp,29424,Litmus,21347
14205,16801726,bourboncakes,646,1000 really gay birds,636
14206,179724224,___iamkayla,344,Kay.🇯🇲,292
14207,19554241,Polislice,2044,Polislice,2438
14208,349855685,SimplyAwkwardx3,1111,Crystal🏳️‍🌈,1929
14209,270426054,KristinSPalmer,763,Kristin S. Palmer,588
14210,375939017,chiichrissy,2620,chrissy,366
14211,242900938,RoundsBurgers,1747,Rounds Burgers,1661
14212,327704521,LachePouncey,3589,Lach'e❤,3585
14213,132538321,DrJoeLabbadia,690,Dr. Joseph Labbadia,985
14214,396779474,AirigMLk_09,371,Aιrιg,391
14215,502305344,kev_j_g,358,Kk,595
14216,497573844,TheOneTrueDisco,6244,Deesco,4880
14217,6578132,Winghead19,776,Carrie Hampton,950
14218,16146391,thomascamarda,1031,thomascamarda,1913
14219,336879576,amieecamara,666,Amie,435
14220,23617498,CapitalTonight,25747,Capital Tonight,2463
14221,220749784,KatrinaJosie,446,Katrina J.,469
14222,378822616,BLivingWELL,446,Brady A. Weller,388
14223,188506078,AdriannaSmirna,1447,Adrianna Smirna,1721
14224,106848222,_catttt,508,COREY,542
14225,15884256,mattschlientz,908,MattSchlientz,1221
14226,18767833,wrblnews3,8077,WRBL News 3,657
14227,91643875,SuperiorVirtual,3387,SV.Agency,734
14228,22044646,SJRAS_Vineland,2468,South Jersey Regional Animal Shelter,167
14229,101867495,Courtney_Money,135,C_Dubb,277
14230,228220906,jimmytherocket,2268,Jimmy Rocket,5
14231,205021168,corine1228,289,e. dynamite 🇬🇭🇭🇹🇺🇸,914
14232,14049265,kylestudstill,2364,Kyle Studstill,408
14233,51798004,GAboi1980,668,Rico,1381
14234,80764917,JBarr03,47723,Josh Barr,991
14235,16146422,missmoeee,1107,Moe,1104
14236,442392568,gmcaruso18,218,Greg Caruso,0
14237,82206712,CamBoogieForeal,1681,Mister Livingston™,1370
14238,287858682,tereefeec,4691,Ria ✨,3281
14239,3170301,ealeyner,3296,Eli Aleyner 🇨🇦☁️,1785
14240,447635448,jessica_herrald,517,ʝεss.,491
14241,160325631,DaybreakEmbrace,658,Daybreak Embrace,557
14242,19161088,OssieMills,5266,Ossie Mills,6109
14243,52584442,DewanDSR,409,D.bishop,97
14244,19161089,LVC,5343,LebanonValleyCollege,2783
14245,17457155,Six3geek,493,JmL,2118
14246,27025414,ProcterGamble,192662,P&G,888
14247,348545030,aszyszkiewicz,214,Amanda Szyszkiewicz,169
14248,25321479,GustoBuffalo,28266,Buffalo News Gusto,3523
14249,82075653,SassyPantser,798,SassyPantser,2073
14250,23879690,duhitsNikkiD,1520,Nikki D⭐,2239
14251,99639306,KnitNicoleKnit,725,Nicole Drouillard,1707
14252,14311436,cornellsun,23272,The Cornell Daily Sun,123
14253,466116622,premiervon,288,Javon,290
14254,13262862,HowardMortman,7640,Howard Mortman,5855
14255,811027,scottkarp,6702,Scott Karp,2670
14256,16670740,ableimes,825,Ashley Bleimes,946
14257,20733972,Reince,935035,Reince Priebus,297
14258,354967575,WesCPE,1321,Wesleyan CPE,445
14259,277241879,JGuccierrez,182,Jamie,187
